bau,鲍,1
baw,鲍,1
bow,鲍,1
bur,伯,2
cau,考,1
caw,考,1
cow,考,1
cur,柯,2
daw,道,1
down,唐,1
dun,邓,1
gau,高,1
hun,亨,1
kir,柯,2
kirk,柯克,3
lang,兰,1
lau,劳,1
law,劳,1
llan,兰,1
long,朗,1
