d,ɛ,黛
d,eɪ,黛
d,aɪ,黛
s,none,丝
ð,none,丝
θ,none,丝
ʃ,æ,莎
ʃ,ɑ,莎
ʃ,ʌ,莎
ʤ,ən,珍
ʤ,əŋ,珍
ʤ,ɛn,珍
ʤ,ɛŋ,珍
m,æ,玛
m,ɑ,玛
m,ʌ,玛
n,æ,娜
n,ɑ,娜
n,ʌ,娜
n,ə,娜
n,i,妮
n,ɪ,妮
n,ji,妮
n,jɪ,妮
l,i,莉
l,ɪ,莉
l,ji,莉
l,jɪ,莉
l,ɪn,琳
l,in,琳
l,ɪən,琳
l,jən,琳
r,i,丽
r,ɪ,丽
r,ji,丽
r,jɪ,丽
r,ɪn,琳
r,in,琳
r,ɪən,琳
r,jən,琳
j,æ,娅
j,ɑ,娅
j,ʌ,娅
